id,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,claimed,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,president_party,state_governor_party,date,Total Casualties
2533,California,Los Angeles,34.097866,-118.407379,FALSE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Animal Liberation Front (ALF),TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,7/12/2006,0
2534,Washington,Seattle,47.610786,-122.331306,TRUE,TRUE,Armed Assault,Business,United States,Anti-Semitic extremists,TRUE,Firearms,1,1,0,5,0,0,Republican,Democrat,7/28/2006,6
2535,Iowa,Davenport,41.523505,-90.577549,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Anti-Abortion extremists,TRUE,Vehicle,0,0,0,0,0,0,Republican,Democrat,9/11/2006,0
2536,Colorado,Denver,39.758968,-104.876305,FALSE,FALSE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/18/2007,0
2537,Colorado,Denver,39.758968,-104.876305,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/20/2007,0
2538,Colorado,Denver,39.758968,-104.876305,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/21/2007,0
2539,Texas,Austin,30.283581,-97.698654,FALSE,FALSE,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/25/2007,0
2540,Virginia,Virginia Beach,36.848311,-75.979278,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/9/2007,0
2541,California,Los Angeles,34.097866,-118.407379,FALSE,FALSE,Facility/Infrastructure Attack,Educational Institution,United States,Revolutionary Cells-Animal Liberation Brigade,TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/24/2007,0
2542,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),TRUE,Sabotage Equipment,0,0,0,0,0,0,Republican,Republican,10/20/2007,0
2543,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Mexico,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,10/26/2007,0
2544,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,2/5/2008,0
2545,Tennessee,Columbia,35.615725,-87.035447,TRUE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Neo-Nazi extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,2/9/2008,0
2546,California,Eureka,40.802071,-124.163673,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,2/17/2008,0
2547,California,Eureka,40.802071,-124.163673,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,2/17/2008,0
2548,Washington,Woodinville,47.754265,-122.163458,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/3/2008,0
2549,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Military,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,3/6/2008,0
2550,Missouri,Kansas City,39.176086,-94.574127,TRUE,TRUE,Facility/Infrastructure Attack,Utilities,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/7/2008,0
2551,Missouri,Kansas City,39.176086,-94.574127,TRUE,TRUE,Facility/Infrastructure Attack,Transportation,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/7/2008,0
2552,Florida,Miami Beach,25.793095,-80.134904,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,4/22/2008,0
2553,California,San Diego,32.715695,-117.161719,TRUE,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/25/2008,0
2554,Oregon,Medford,42.32356,-122.875614,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Ku Klux Klan,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/26/2008,0
2555,New Mexico,Deming,32.268085,-107.75867,FALSE,FALSE,Unarmed Assault,Police,United States,NA,FALSE,Other,0,0,0,0,0,0,Republican,Democrat,6/14/2008,0
2556,California,La Jolla,32.832925,-117.271312,TRUE,TRUE,Armed Assault,Tourists,Ireland,NA,FALSE,Melee,0,0,0,1,0,0,Republican,Republican,7/25/2008,1
2557,Tennessee,Knoxville,35.951761,-83.952337,FALSE,TRUE,Armed Assault,Religious Figures/Institutions,United States,Anti-Liberal extremists,FALSE,Firearms,2,2,0,7,7,0,Republican,Democrat,7/27/2008,9
2558,California,Santa Cruz,36.974025,-122.030954,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,1,1,0,Republican,Republican,8/2/2008,1
2559,California,Santa Cruz,36.974025,-122.030954,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,1,1,0,Republican,Republican,8/2/2008,1
2560,Massachusetts,Springfield,42.10125,-72.589294,TRUE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,NA,FALSE,Incendiary,0,0,0,2,2,0,Republican,Democrat,11/5/2008,2
2561,California,Hemet,33.74937,-116.967889,TRUE,TRUE,Unarmed Assault,Business,Mexico,Neo-Nazi extremists,FALSE,Melee,0,0,0,1,0,4,Republican,Republican,11/14/2008,1
2562,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Democratic,Republican,3/7/2009,0
2563,Arizona,Arivaca,31.577335,-111.331452,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,Minutemen American Defense,FALSE,Firearms,2,2,0,1,1,0,Democratic,Republican,5/30/2009,3
2564,Kansas,Wichita,37.68698,-97.335579,FALSE,TRUE,Armed Assault,Abortion Related,United States,Anti-Abortion extremists,FALSE,Firearms,1,1,0,0,0,0,Democratic,Democrat,5/31/2009,1
2565,Tennessee,Nashville,36.133571,-86.83692,FALSE,TRUE,Armed Assault,Religious Figures/Institutions,United States,Jihadi-inspired extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,5/31/2009,0
2566,Arkansas,Little Rock,34.757116,-92.380745,TRUE,TRUE,Bombing/Explosion,Business,NA,NA,TRUE,NA,0,1,1,0,1,1,Democratic,Democrat,6/1/2009,0
2568,California,Huntington Beach,33.660191,-117.999215,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,NA,FALSE,Melee,0,0,0,5,1,4,Democratic,Republican,7/3/2009,5
2569,California,San Mateo,37.54703,-122.314834,TRUE,TRUE,Bombing/Explosion,Educational Institution,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Republican,8/24/2009,0
2570,Washington,Everett,47.976575,-122.206419,FALSE,TRUE,Facility/Infrastructure Attack,Telecommunication,United States,Earth Liberation Front (ELF),TRUE,Sabotage Equipment,0,0,0,0,0,0,Democratic,Democrat,9/4/2009,0
2571,Texas,Killeen,31.13,-97.78,FALSE,TRUE,Armed Assault,Military,United States,Jihadi-inspired extremists,FALSE,Firearms,13,13,0,32,31,1,Democratic,Republican,11/5/2009,45
2572,Michigan,Detroit,42.331685,-83.047924,FALSE,FALSE,Bombing/Explosion,Airports & Aircraft,United States,Al-Qaida in the Arabian Peninsula (AQAP),TRUE,Explosives,0,0,0,2,1,1,Democratic,Democrat,12/25/2009,2
2573,Florida,Clearwater,27.9656,-82.799764,TRUE,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Chemical,0,0,0,0,0,0,Democratic,Republican,2/17/2010,0
2574,Texas,Austin,30.283581,-97.698654,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Anti-Government extremists,FALSE,Vehicle,2,2,1,15,15,0,Democratic,Republican,2/18/2010,17
2575,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Transportation,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,2/25/2010,0
2576,Virginia,Arlington,38.878742,-77.100006,FALSE,TRUE,Armed Assault,Government (General),United States,Anti-Government extremists,TRUE,Firearms,1,1,1,2,0,0,Democratic,Democrat,3/4/2010,3
2577,Colorado,Denver,39.758968,-104.876305,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,4/30/2010,0
2578,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Tehrik-i-Taliban Pakistan (TTP),FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,5/1/2010,0
2579,Florida,Jacksonville,30.33138,-81.655799,FALSE,TRUE,Bombing/Explosion,Religious Figures/Institutions,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Republican,5/10/2010,0
2580,Utah,Salt Lake City,40.759505,-111.888229,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Democratic,NA,6/5/2010,0
2581,Utah,Sandy,40.564938,-111.839048,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Democratic,NA,7/7/2010,0
2582,Oregon,Astoria,46.187884,-123.831253,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,7/27/2010,0
2583,Maryland,Silver Spring,38.995508,-77.028075,FALSE,TRUE,Hostage Taking (Barricade Incident),Journalists & Media,United States,NA,FALSE,Explosives,1,1,1,0,0,0,Democratic,Democrat,9/1/2010,1
2584,Virginia,Triangle,38.544054,-77.343246,FALSE,TRUE,Facility/Infrastructure Attack,NGO,United States,Jihadi-inspired extremists,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,10/1/2010,0
2585,Virginia,Triangle,38.544054,-77.343246,FALSE,TRUE,Facility/Infrastructure Attack,NGO,United States,Jihadi-inspired extremists,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,10/1/2010,0
2586,Virginia,Arlington,38.878742,-77.100006,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Jihadi-inspired extremists,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,10/19/2010,0
2587,Virginia,Chantilly,38.894279,-77.431099,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Jihadi-inspired extremists,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,10/25/2010,0
2588,Virginia,Woodbridge,38.658172,-77.249705,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Jihadi-inspired extremists,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,11/1/2010,0
2589,California,Los Angeles,34.097866,-118.407379,FALSE,FALSE,Unarmed Assault,Educational Institution,United States,The Justice Department,TRUE,Biological,0,0,0,0,0,0,Democratic,Republican,11/16/2010,0
2590,Maryland,Annapolis,38.9767,-76.489934,FALSE,TRUE,Armed Assault,Government (General),United States,NA,FALSE,Incendiary,0,0,0,1,0,0,Democratic,Democrat,1/6/2011,1
2591,Maryland,Hanover,39.192978,-76.7238,FALSE,TRUE,Armed Assault,Government (General),United States,NA,FALSE,Incendiary,0,0,0,1,0,0,Democratic,Democrat,1/6/2011,1
2592,District of Columbia,Washington,38.908642,-77.015381,FALSE,FALSE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,NA,1/7/2011,0
2593,Washington,Spokane,47.65878,-117.426047,FALSE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,1/17/2011,0
2594,Michigan,Grand Rapids,42.96125,-85.655719,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,NA,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Republican,2/22/2011,0
2595,California,Stockton,37.957702,-121.29078,TRUE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,4/23/2011,0
2596,Pennsylvania,Chester,39.849557,-75.355746,FALSE,FALSE,Bombing/Explosion,Transportation,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Republican,5/6/2011,0
2597,Idaho,Caldwell,43.662938,-116.68736,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Democratic,Republican,9/26/2011,0
2599,District of Columbia,Washington,38.908642,-77.015381,TRUE,FALSE,Armed Assault,Government (General),United States,Anti-Government extremists,FALSE,Firearms,0,0,0,0,0,0,Democratic,NA,11/11/2011,0
2600,Florida,Pensacola,30.488927,-87.227633,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Republican,1/1/2012,0
2601,New York,New York City,40.697132,-73.931351,TRUE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Anti-Muslim extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,NA,1/1/2012,0
2602,New York,New York City,40.697132,-73.931351,TRUE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Anti-Muslim extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,NA,1/1/2012,0
2603,New York,New York City,40.697132,-73.931351,TRUE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Anti-Muslim extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,NA,1/1/2012,0
2604,New York,New York City,40.697132,-73.931351,TRUE,TRUE,Facility/Infrastructure Attack,Business,United States,Anti-Muslim extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,NA,1/1/2012,0
2605,New Jersey,Paramus,40.944543,-74.075419,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Anti-Semitic extremists,FALSE,Incendiary,0,0,0,0,0,0,Democratic,Republican,1/3/2012,0
2606,Alabama,Alabama City,34.023163,-86.048875,FALSE,TRUE,Armed Assault,Business,United States,Muslim extremists,TRUE,Firearms,0,0,0,0,0,0,Democratic,Republican,1/8/2012,0
2607,New Jersey,Rutherford,40.832301,-74.110727,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Anti-Semitic extremists,FALSE,Incendiary,0,0,0,1,1,0,Democratic,Republican,1/11/2012,1
2608,Wisconsin,Grand Chute,44.281591,-88.438409,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Republican,4/1/2012,0
2609,Georgia,Lilburn,33.909395,-84.113468,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Democratic,Republican,5/20/2012,0
2610,Virginia,Axton,36.659582,-79.711978,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,White extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,5/20/2012,0
2611,Georgia,Marietta,33.912749,-84.467353,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Democratic,Republican,5/23/2012,0
2612,Texas,Plano,33.019843,-96.698886,FALSE,TRUE,Bombing/Explosion,Utilities,United States,Sovereign Citizen,FALSE,Explosives,0,0,0,1,1,1,Democratic,Republican,6/18/2012,1
2613,Missouri,Joplin,37.084227,-94.513281,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Anti-Muslim extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,7/4/2012,0
2614,Wisconsin,Oak Creek,42.88585,-87.863136,FALSE,TRUE,Armed Assault,Religious Figures/Institutions,United States,White extremists,FALSE,Firearms,7,6,1,4,4,0,Democratic,Republican,8/5/2012,11
2615,Missouri,Joplin,37.056467,-94.536324,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Anti-Muslim extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,8/6/2012,0
2616,Illinois,Lombard,41.880028,-88.007845,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,NA,FALSE,Chemical,0,0,0,0,0,0,Democratic,Democrat,8/12/2012,0
2617,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Armed Assault,NGO,United States,Pro-LGBT Rights extremists,TRUE,Firearms,0,0,0,1,1,0,Democratic,NA,8/15/2012,1
2618,Ohio,Perrysburg,41.528165,-83.618569,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Anti-Muslim extremists,FALSE,Firearms,0,0,0,0,0,0,Democratic,Republican,9/30/2012,0
2619,Arizona,Casa Grande,32.879502,-111.757352,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Iraqi extremists,FALSE,Incendiary,0,0,0,0,0,0,Democratic,Republican,11/30/2012,0
2620,Washington,Tacoma,47.252877,-122.444291,FALSE,TRUE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,NA,1/17/2013,0
2621,California,Corona,33.875294,-117.566438,TRUE,TRUE,Armed Assault,Police,United States,Anti-Police extremists,TRUE,Firearms,1,1,0,1,1,0,Democratic,Democrat,2/7/2013,2
2622,Washington,Seattle,47.610786,-122.331306,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Anarchists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,NA,2/25/2013,0
2623,Massachusetts,Boston,42.350265,-71.080976,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Muslim extremists,TRUE,Explosives,1,1,0,132,0,0,Democratic,Democrat,4/15/2013,133
2624,Massachusetts,Boston,42.350265,-71.080976,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Muslim extremists,TRUE,Explosives,2,1,0,132,0,0,Democratic,Democrat,4/15/2013,134
2625,California,San Jose,37.339386,-121.894956,TRUE,TRUE,Facility/Infrastructure Attack,Utilities,United States,NA,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,4/16/2013,0
2626,Texas,West,31.816677,-97.087902,TRUE,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,15,15,0,151,151,0,Democratic,Republican,4/17/2013,166
2627,Massachusetts,Cambridge,42.359606,-71.093134,FALSE,TRUE,Armed Assault,Educational Institution,United States,Muslim extremists,TRUE,Firearms,1,1,0,0,0,0,Democratic,Democrat,4/18/2013,1
2628,Nebraska,McCook,40.207537,-100.597003,FALSE,FALSE,Bombing/Explosion,Airports & Aircraft,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Republican,4/18/2013,0
2629,Massachusetts,Watertown,42.370888,-71.182911,FALSE,TRUE,Hijacking,Business,United States,Muslim extremists,TRUE,Explosives,2,1,1,16,16,1,Democratic,Democrat,4/19/2013,18
2630,District of Columbia,Washington,38.908642,-77.015381,TRUE,FALSE,Unarmed Assault,Government (General),United States,Anti-Gun Control extremists,TRUE,Biological,0,0,0,0,0,0,Democratic,NA,5/20/2013,0
2631,District of Columbia,Washington,38.908642,-77.015381,TRUE,FALSE,Unarmed Assault,Private Citizens & Property,United States,Anti-Gun Control extremists,TRUE,Biological,0,0,0,0,0,0,Democratic,NA,5/20/2013,0
2632,New York,New York City,40.697132,-73.931351,TRUE,FALSE,Unarmed Assault,Government (General),United States,Anti-Gun Control extremists,TRUE,Biological,0,0,0,0,0,0,Democratic,NA,5/20/2013,0
2633,New Hampshire,Manchester,42.995673,-71.454741,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Anti-Muslim extremists,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,7/25/2013,0
